1, none, biomesoplenty:origin_valley, MONSTER, alexsmobs:centipede_head,10,1,1
1070, plains, biomesoplenty:lavender_field, MONSTER, quark:stoneling,50,1,1
1071, plains, biomesoplenty:lavender_field, MONSTER, quark:toretoise,50,1,1
1072, plains, biomesoplenty:lavender_field, CREATURE, alexsmobs:crow,10,3,5
1073, plains, biomesoplenty:lavender_field, CREATURE, alexsmobs:fly,10,2,3
1074, plains, biomesoplenty:lavender_field, CREATURE, alexsmobs:raccoon,10,2,4
1075, plains, biomesoplenty:lavender_field, CREATURE, minecraft:cow,10,4,4
1076, plains, biomesoplenty:lavender_field, CREATURE, minecraft:sheep,12,4,4
1077, plains, biomesoplenty:lavender_field, AMBIENT, alexsmobs:cockroach,10,5,5
1078, plains, biomesoplenty:lavender_field, AMBIENT, minecraft:bat,10,8,8
1079, the_end, betterendforge:crystal_mountains, MONSTER, lurkermod:lurker,10,1,1
1080, the_end, betterendforge:crystal_mountains, MONSTER, minecraft:enderman,35,1,2
1081, the_end, betterendforge:crystal_mountains, MONSTER, outer_end:purpur_golem,10,1,1
1082, extreme_hills, minecraft:mountains, MONSTER, alexsmobs:centipede_head,10,1,1
1083, extreme_hills, minecraft:mountains, MONSTER, lurkermod:lurker,35,1,1
1084, extreme_hills, minecraft:mountains, MONSTER, minecraft:creeper,50,4,4
1085, extreme_hills, minecraft:mountains, MONSTER, minecraft:enderman,10,1,4
1086, extreme_hills, minecraft:mountains, MONSTER, minecraft:skeleton,50,4,4
1087, extreme_hills, minecraft:mountains, MONSTER, minecraft:slime,50,4,4
1088, extreme_hills, minecraft:mountains, MONSTER, minecraft:spider,50,4,4
1089, extreme_hills, minecraft:mountains, MONSTER, minecraft:witch,10,1,1
1090, extreme_hills, minecraft:mountains, MONSTER, minecraft:zombie,50,4,4
1091, extreme_hills, minecraft:mountains, MONSTER, minecraft:zombie_villager,10,1,1
1092, extreme_hills, minecraft:mountains, MONSTER, quark:stoneling,50,1,1
1093, extreme_hills, minecraft:mountains, MONSTER, quark:toretoise,50,1,1
1094, extreme_hills, minecraft:mountains, MONSTER, savageandravage:iceologer,10,1,1
1095, extreme_hills, minecraft:mountains, CREATURE, alexsmobs:fly,10,2,3
1096, extreme_hills, minecraft:mountains, CREATURE, alexsmobs:sunbird,10,1,1
1097, extreme_hills, minecraft:mountains, CREATURE, minecraft:llama,10,4,6
1098, extreme_hills, minecraft:mountains, AMBIENT, alexsmobs:cockroach,10,5,5
1099, extreme_hills, minecraft:mountains, AMBIENT, minecraft:bat,10,8,8
1100, forest, biomesoplenty:redwood_hills, MONSTER, alexsmobs:centipede_head,10,1,1
1101, forest, biomesoplenty:redwood_hills, MONSTER, lurkermod:lurker,35,1,1
1102, forest, biomesoplenty:redwood_hills, MONSTER, minecraft:creeper,50,4,4
1103, forest, biomesoplenty:redwood_hills, MONSTER, minecraft:enderman,10,1,4
1104, forest, biomesoplenty:redwood_hills, MONSTER, minecraft:skeleton,50,4,4
1105, forest, biomesoplenty:redwood_hills, MONSTER, minecraft:slime,50,4,4
1106, forest, biomesoplenty:redwood_hills, MONSTER, minecraft:spider,50,4,4
1107, forest, biomesoplenty:redwood_hills, MONSTER, minecraft:witch,10,1,1
1108, forest, biomesoplenty:redwood_hills, MONSTER, minecraft:zombie,50,4,4
1109, forest, biomesoplenty:redwood_hills, MONSTER, minecraft:zombie_villager,10,1,1
1110, forest, biomesoplenty:redwood_hills, MONSTER, quark:stoneling,50,1,1
1111, forest, biomesoplenty:redwood_hills, MONSTER, quark:toretoise,50,1,1
1112, forest, biomesoplenty:redwood_hills, CREATURE, alexsmobs:crow,10,3,5
1113, forest, biomesoplenty:redwood_hills, CREATURE, alexsmobs:fly,10,2,3
1114, forest, biomesoplenty:redwood_hills, CREATURE, alexsmobs:grizzly_bear,10,2,3
1115, forest, biomesoplenty:redwood_hills, CREATURE, alexsmobs:raccoon,10,2,4
1116, forest, biomesoplenty:redwood_hills, AMBIENT, alexsmobs:cockroach,10,5,5
1117, forest, biomesoplenty:redwood_hills, AMBIENT, minecraft:bat,10,8,8
1118, nether, minecraft:basalt_deltas, MONSTER, alexsmobs:bone_serpent,10,1,1
1119, nether, minecraft:basalt_deltas, MONSTER, alexsmobs:straddler,50,1,3
1120, nether, minecraft:basalt_deltas, MONSTER, lurkermod:lurker,30,1,1
1121, nether, minecraft:basalt_deltas, MONSTER, minecraft:ghast,40,1,1
1122, nether, minecraft:basalt_deltas, MONSTER, minecraft:magma_cube,50,2,5
1123, nether, minecraft:basalt_deltas, MONSTER, minecraft:zombified_piglin,10,1,4
1124, nether, minecraft:basalt_deltas, MONSTER, quark:foxhound,30,1,2
1125, nether, minecraft:basalt_deltas, MONSTER, infernalexp:basalt_giant,30,1,1
1126, nether, minecraft:basalt_deltas, MONSTER, cnb:cindershell,10,1,1
1127, nether, minecraft:basalt_deltas, MONSTER, cnb:hostile_sporeling,10,1,1
1128, nether, minecraft:basalt_deltas, CREATURE, minecraft:strider,60,1,2
1129, nether, minecraft:basalt_deltas, WATER_CREATURE, alexsmobs:stradpole,10,1,1
1130, forest, atmospheric:sparse_rainforest_plateau, MONSTER, alexsmobs:centipede_head,10,1,1
1131, forest, atmospheric:sparse_rainforest_plateau, MONSTER, lurkermod:lurker,35,1,1
1132, forest, atmospheric:sparse_rainforest_plateau, MONSTER, minecraft:creeper,50,4,4
1133, forest, atmospheric:sparse_rainforest_plateau, MONSTER, minecraft:enderman,10,1,4
1134, forest, atmospheric:sparse_rainforest_plateau, MONSTER, minecraft:skeleton,50,4,4
1135, forest, atmospheric:sparse_rainforest_plateau, MONSTER, minecraft:slime,50,4,4
1136, forest, atmospheric:sparse_rainforest_plateau, MONSTER, minecraft:spider,50,4,4
1137, forest, atmospheric:sparse_rainforest_plateau, MONSTER, minecraft:witch,10,1,1
1138, forest, atmospheric:sparse_rainforest_plateau, MONSTER, minecraft:zombie,50,4,4
1139, forest, atmospheric:sparse_rainforest_plateau, MONSTER, minecraft:zombie_villager,10,1,1
1140, forest, atmospheric:sparse_rainforest_plateau, MONSTER, quark:stoneling,50,1,1
1141, forest, atmospheric:sparse_rainforest_plateau, MONSTER, quark:toretoise,50,1,1
1142, forest, atmospheric:sparse_rainforest_plateau, CREATURE, alexsmobs:capuchin_monkey,55,9,12
1143, forest, atmospheric:sparse_rainforest_plateau, CREATURE, alexsmobs:fly,10,2,3
1144, forest, atmospheric:sparse_rainforest_plateau, CREATURE, alexsmobs:gorilla,35,7,7
1145, forest, atmospheric:sparse_rainforest_plateau, CREATURE, alexsmobs:grizzly_bear,10,2,3
1146, forest, atmospheric:sparse_rainforest_plateau, CREATURE, alexsmobs:hummingbird,39,7,7
1147, forest, atmospheric:sparse_rainforest_plateau, CREATURE, minecraft:chicken,10,4,4
1148, forest, atmospheric:sparse_rainforest_plateau, CREATURE, minecraft:cow,10,4,4
1149, forest, atmospheric:sparse_rainforest_plateau, CREATURE, minecraft:parrot,40,1,2
1150, forest, atmospheric:sparse_rainforest_plateau, CREATURE, minecraft:pig,10,4,4
1151, forest, atmospheric:sparse_rainforest_plateau, CREATURE, minecraft:sheep,12,4,4
1152, forest, atmospheric:sparse_rainforest_plateau, CREATURE, minecraft:wolf,10,4,4
1153, forest, atmospheric:sparse_rainforest_plateau, AMBIENT, alexsmobs:cockroach,10,5,5
1154, forest, atmospheric:sparse_rainforest_plateau, AMBIENT, minecraft:bat,10,8,8
1155, none, minecraft:stone_shore, MONSTER, alexsmobs:centipede_head,10,1,1
1156, none, minecraft:stone_shore, MONSTER, lurkermod:lurker,35,1,1
1157, none, minecraft:stone_shore, MONSTER, minecraft:creeper,50,4,4
1158, none, minecraft:stone_shore, MONSTER, minecraft:enderman,10,1,4
1159, none, minecraft:stone_shore, MONSTER, minecraft:skeleton,50,4,4
1160, none, minecraft:stone_shore, MONSTER, minecraft:slime,50,4,4
1161, none, minecraft:stone_shore, MONSTER, minecraft:spider,50,4,4
1162, none, minecraft:stone_shore, MONSTER, minecraft:witch,10,1,1
1163, none, minecraft:stone_shore, MONSTER, minecraft:zombie,50,4,4
1164, none, minecraft:stone_shore, MONSTER, minecraft:zombie_villager,10,1,1
1165, none, minecraft:stone_shore, CREATURE, alexsmobs:fly,10,2,3
1166, none, minecraft:stone_shore, CREATURE, alexsmobs:seal,30,3,8
1167, none, minecraft:stone_shore, AMBIENT, alexsmobs:cockroach,10,5,5
1168, none, minecraft:stone_shore, AMBIENT, minecraft:bat,10,8,8
1169, none, minecraft:stone_shore, WATER_AMBIENT, alexsmobs:lobster,10,3,5
1170, plains, biomesoplenty:shrubland, MONSTER, alexsmobs:centipede_head,10,1,1
1171, plains, biomesoplenty:shrubland, MONSTER, lurkermod:lurker,35,1,1
1172, plains, biomesoplenty:shrubland, MONSTER, minecraft:creeper,50,4,4
1173, plains, biomesoplenty:shrubland, MONSTER, minecraft:enderman,10,1,4
1174, plains, biomesoplenty:shrubland, MONSTER, minecraft:skeleton,50,4,4
1175, plains, biomesoplenty:shrubland, MONSTER, minecraft:slime,50,4,4
1176, plains, biomesoplenty:shrubland, MONSTER, minecraft:spider,50,4,4
1177, plains, biomesoplenty:shrubland, MONSTER, minecraft:witch,10,1,1
1178, plains, biomesoplenty:shrubland, MONSTER, minecraft:zombie,50,4,4
1179, plains, biomesoplenty:shrubland, MONSTER, minecraft:zombie_villager,10,1,1
1180, plains, biomesoplenty:shrubland, MONSTER, quark:stoneling,50,1,1
1181, plains, biomesoplenty:shrubland, MONSTER, quark:toretoise,50,1,1
1182, plains, biomesoplenty:shrubland, CREATURE, alexsmobs:crow,10,3,5
1183, plains, biomesoplenty:shrubland, CREATURE, alexsmobs:fly,10,2,3
1184, plains, biomesoplenty:shrubland, CREATURE, alexsmobs:raccoon,10,2,4
1185, plains, biomesoplenty:shrubland, CREATURE, minecraft:cow,10,4,4
1186, plains, biomesoplenty:shrubland, CREATURE, minecraft:donkey,10,1,3
1187, plains, biomesoplenty:shrubland, CREATURE, minecraft:horse,10,2,6
1188, plains, biomesoplenty:shrubland, CREATURE, minecraft:sheep,12,4,4
1189, plains, biomesoplenty:shrubland, AMBIENT, alexsmobs:cockroach,10,5,5
1190, plains, biomesoplenty:shrubland, AMBIENT, minecraft:bat,10,8,8
1191, jungle, minecraft:bamboo_jungle, MONSTER, alexsmobs:centipede_head,10,1,1
1192, jungle, minecraft:bamboo_jungle, MONSTER, lurkermod:lurker,35,1,1
1193, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:creeper,50,4,4
1194, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:enderman,10,1,4
1195, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:ocelot,10,1,1
1196, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:skeleton,50,4,4
1197, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:slime,50,4,4
1198, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:spider,50,4,4
1199, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:witch,10,1,1
1200, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie,50,4,4
1201, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie_villager,10,1,1
1202, jungle, minecraft:bamboo_jungle, MONSTER, quark:stoneling,50,1,1
1203, jungle, minecraft:bamboo_jungle, MONSTER, quark:toretoise,50,1,1
1204, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:fly,10,2,3
1205, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:hummingbird,39,7,7
1206, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:panda,50,1,2
1207, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:parrot,40,1,2
1208, jungle, minecraft:bamboo_jungle, AMBIENT, alexsmobs:cockroach,10,5,5
1209, jungle, minecraft:bamboo_jungle, AMBIENT, minecraft:bat,10,8,8
1210, the_end, minecraft:end_highlands, MONSTER, lurkermod:lurker,10,1,1
1211, the_end, minecraft:end_highlands, MONSTER, minecraft:enderman,10,4,4
1212, the_end, minecraft:end_highlands, MONSTER, outer_end:chorus_squid,10,1,1
1213, the_end, minecraft:end_highlands, MONSTER, outer_end:purpur_golem,10,1,1
1214, the_end, minecraft:end_highlands, MONSTER, outer_end:stalker,10,1,1
1215, the_end, minecraft:end_highlands, CREATURE, alexsmobs:endergrade,10,2,6
1216, taiga, minecraft:taiga, MONSTER, alexsmobs:centipede_head,10,1,1
1217, taiga, minecraft:taiga, MONSTER, lurkermod:lurker,35,1,1
1218, taiga, minecraft:taiga, MONSTER, minecraft:creeper,50,4,4
1219, taiga, minecraft:taiga, MONSTER, minecraft:enderman,10,1,4
1220, taiga, minecraft:taiga, MONSTER, minecraft:skeleton,50,4,4
1221, taiga, minecraft:taiga, MONSTER, minecraft:slime,50,4,4
1222, taiga, minecraft:taiga, MONSTER, minecraft:spider,50,4,4
1223, taiga, minecraft:taiga, MONSTER, minecraft:witch,10,1,1
1224, taiga, minecraft:taiga, MONSTER, minecraft:zombie,50,4,4
1225, taiga, minecraft:taiga, MONSTER, minecraft:zombie_villager,10,1,1
1226, taiga, minecraft:taiga, MONSTER, quark:stoneling,50,1,1
1227, taiga, minecraft:taiga, MONSTER, quark:toretoise,50,1,1
1228, taiga, minecraft:taiga, CREATURE, alexsmobs:crow,10,3,5
1229, taiga, minecraft:taiga, CREATURE, alexsmobs:fly,10,2,3
1230, taiga, minecraft:taiga, CREATURE, alexsmobs:grizzly_bear,10,2,3
1231, taiga, minecraft:taiga, CREATURE, alexsmobs:raccoon,10,2,4
1232, taiga, minecraft:taiga, CREATURE, minecraft:fox,10,2,4
1233, taiga, minecraft:taiga, CREATURE, minecraft:rabbit,10,2,3
1234, taiga, minecraft:taiga, CREATURE, minecraft:wolf,10,4,4
1235, taiga, minecraft:taiga, AMBIENT, alexsmobs:cockroach,10,5,5
1236, taiga, minecraft:taiga, AMBIENT, minecraft:bat,10,8,8
1237, savanna, minecraft:savanna, MONSTER, alexsmobs:centipede_head,10,1,1
1238, savanna, minecraft:savanna, MONSTER, lurkermod:lurker,35,1,1
1239, savanna, minecraft:savanna, MONSTER, minecraft:creeper,50,4,4
1240, savanna, minecraft:savanna, MONSTER, minecraft:enderman,10,1,4
1241, savanna, minecraft:savanna, MONSTER, minecraft:skeleton,50,4,4
1242, savanna, minecraft:savanna, MONSTER, minecraft:slime,50,4,4
1243, savanna, minecraft:savanna, MONSTER, minecraft:spider,50,4,4
1244, savanna, minecraft:savanna, MONSTER, minecraft:witch,10,1,1
1245, savanna, minecraft:savanna, MONSTER, minecraft:zombie,50,4,4
1246, savanna, minecraft:savanna, MONSTER, minecraft:zombie_villager,10,1,1
1247, savanna, minecraft:savanna, MONSTER, quark:stoneling,50,1,1
1248, savanna, minecraft:savanna, MONSTER, quark:toretoise,50,1,1
1249, savanna, minecraft:savanna, CREATURE, alexsmobs:elephant,30,3,5
1250, savanna, minecraft:savanna, CREATURE, alexsmobs:fly,10,2,3
1251, savanna, minecraft:savanna, CREATURE, alexsmobs:gazelle,40,7,7
1252, savanna, minecraft:savanna, CREATURE, minecraft:donkey,10,1,1
1253, savanna, minecraft:savanna, CREATURE, minecraft:horse,10,2,6
1254, savanna, minecraft:savanna, AMBIENT, alexsmobs:cockroach,10,5,5
1255, savanna, minecraft:savanna, AMBIENT, minecraft:bat,10,8,8
1256, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:creeper,50,4,4
1257, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned,10,1,1
1258, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman,10,1,4
1259, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton,50,4,4
1260, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime,50,4,4
1261, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider,50,4,4
1262, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch,10,1,1
1263, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie,50,4,4
1264, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager,10,1,1
1265, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:stoneling,50,1,1
1266, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:toretoise,50,1,1
1267, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat,10,8,8
1268, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin,10,1,2
1269, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid,10,1,4
1270, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, outvoted:kraken,10,1,1
1271, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, alexsmobs:blobfish,30,2,2
1272, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod,10,3,6
1273, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish,10,1,3
1274, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish,25,8,8
1275, jungle, biomesoplenty:overgrown_fungal_jungle, MONSTER, lurkermod:lurker,35,1,1
1276, jungle, biomesoplenty:overgrown_fungal_jungle, MONSTER, minecraft:creeper,50,4,4
1277, jungle, biomesoplenty:overgrown_fungal_jungle, MONSTER, minecraft:enderman,10,1,4
1278, jungle, biomesoplenty:overgrown_fungal_jungle, MONSTER, minecraft:skeleton,50,4,4
1279, jungle, biomesoplenty:overgrown_fungal_jungle, MONSTER, minecraft:slime,50,4,4
1280, jungle, biomesoplenty:overgrown_fungal_jungle, MONSTER, minecraft:spider,50,4,4
1281, jungle, biomesoplenty:overgrown_fungal_jungle, MONSTER, minecraft:witch,10,1,1
1282, jungle, biomesoplenty:overgrown_fungal_jungle, MONSTER, minecraft:zombie,50,4,4
1283, jungle, biomesoplenty:overgrown_fungal_jungle, MONSTER, minecraft:zombie_villager,10,1,1
1284, jungle, biomesoplenty:overgrown_fungal_jungle, MONSTER, quark:stoneling,50,1,1
1285, jungle, biomesoplenty:overgrown_fungal_jungle, MONSTER, quark:toretoise,50,1,1
1286, jungle, biomesoplenty:overgrown_fungal_jungle, CREATURE, alexsmobs:capuchin_monkey,55,9,12
1287, jungle, biomesoplenty:overgrown_fungal_jungle, CREATURE, alexsmobs:crow,10,3,5
1288, jungle, biomesoplenty:overgrown_fungal_jungle, CREATURE, alexsmobs:fly,10,2,3
1289, jungle, biomesoplenty:overgrown_fungal_jungle, CREATURE, alexsmobs:gorilla,35,7,7
1290, jungle, biomesoplenty:overgrown_fungal_jungle, CREATURE, alexsmobs:grizzly_bear,10,2,3
1291, jungle, biomesoplenty:overgrown_fungal_jungle, CREATURE, alexsmobs:hummingbird,39,7,7
1292, jungle, biomesoplenty:overgrown_fungal_jungle, CREATURE, alexsmobs:mungus,10,3,5
1293, jungle, biomesoplenty:overgrown_fungal_jungle, CREATURE, alexsmobs:raccoon,10,2,4
1294, jungle, biomesoplenty:overgrown_fungal_jungle, AMBIENT, minecraft:bat,10,8,8
1295, mesa, minecraft:eroded_badlands, MONSTER, alexsmobs:centipede_head,10,1,1
1296, mesa, minecraft:eroded_badlands, MONSTER, lurkermod:lurker,35,1,1
1297, mesa, minecraft:eroded_badlands, MONSTER, minecraft:creeper,50,4,4
1298, mesa, minecraft:eroded_badlands, MONSTER, minecraft:enderman,10,1,4
1299, mesa, minecraft:eroded_badlands, MONSTER, minecraft:skeleton,50,4,4
1300, mesa, minecraft:eroded_badlands, MONSTER, minecraft:slime,50,4,4
1301, mesa, minecraft:eroded_badlands, MONSTER, minecraft:spider,50,4,4
1302, mesa, minecraft:eroded_badlands, MONSTER, minecraft:witch,10,1,1
1303, mesa, minecraft:eroded_badlands, MONSTER, minecraft:zombie,50,4,4
1304, mesa, minecraft:eroded_badlands, MONSTER, minecraft:zombie_villager,10,1,1
1305, mesa, minecraft:eroded_badlands, MONSTER, quark:stoneling,50,1,1
1306, mesa, minecraft:eroded_badlands, MONSTER, quark:toretoise,50,1,1
1307, mesa, minecraft:eroded_badlands, CREATURE, alexsmobs:fly,10,2,3
1308, mesa, minecraft:eroded_badlands, CREATURE, alexsmobs:sunbird,10,1,1
1309, mesa, minecraft:eroded_badlands, CREATURE, cnb:lizard,50,1,1
1310, mesa, minecraft:eroded_badlands, AMBIENT, alexsmobs:cockroach,10,5,5
1311, mesa, minecraft:eroded_badlands, AMBIENT, minecraft:bat,10,8,8
1312, forest, minecraft:birch_forest, MONSTER, alexsmobs:centipede_head,10,1,1
1313, forest, minecraft:birch_forest, MONSTER, lurkermod:lurker,35,1,1
1314, forest, minecraft:birch_forest, MONSTER, minecraft:creeper,50,4,4
1315, forest, minecraft:birch_forest, MONSTER, minecraft:enderman,10,1,4
1316, forest, minecraft:birch_forest, MONSTER, minecraft:skeleton,50,4,4
1317, forest, minecraft:birch_forest, MONSTER, minecraft:slime,50,4,4
1318, forest, minecraft:birch_forest, MONSTER, minecraft:spider,50,4,4
1319, forest, minecraft:birch_forest, MONSTER, minecraft:witch,10,1,1
1320, forest, minecraft:birch_forest, MONSTER, minecraft:zombie,50,4,4
1321, forest, minecraft:birch_forest, MONSTER, minecraft:zombie_villager,10,1,1
1322, forest, minecraft:birch_forest, MONSTER, quark:stoneling,50,1,1
1323, forest, minecraft:birch_forest, MONSTER, quark:toretoise,50,1,1
1324, forest, minecraft:birch_forest, CREATURE, alexsmobs:crow,10,3,5
1325, forest, minecraft:birch_forest, CREATURE, alexsmobs:fly,10,2,3
1326, forest, minecraft:birch_forest, CREATURE, alexsmobs:grizzly_bear,10,2,3
1327, forest, minecraft:birch_forest, CREATURE, alexsmobs:raccoon,10,2,4
1328, forest, minecraft:birch_forest, CREATURE, minecraft:chicken,10,4,4
